time,xpos,ypos,zpos,xori,yori,zori,wori1543796393.516997062,-0.198697,-0.0114181,0.191742,0.000196909,0.0301845,-0.00616963,0.999525
1543796393.645958808,-0.208996,-0.0125971,0.205102,9.89113e-05,0.0307817,-0.00668603,0.999504
1543796393.780294800,-0.207087,-0.0121914,0.206161,-0.000155284,0.0305608,-0.00659941,0.999511
1543796393.917722637,-0.209093,-0.0149486,0.206596,-0.000129086,0.0306781,-0.0071577,0.999504
1543796394.054223406,-0.208333,-0.0160204,0.2071,-0.000299282,0.0306726,-0.00729687,0.999503
1543796394.193349140,-0.209277,-0.0168798,0.206865,-0.000329609,0.0307794,-0.00722784,0.9995
1543796394.314460118,-0.208614,-0.0159822,0.206666,-0.000292909,0.0306879,-0.00724573,0.999503
1543796394.450217508,-0.207575,-0.0146179,0.204235,-0.000168872,0.0306254,-0.00704149,0.999506
1543796394.582120938,-0.206785,-0.0146957,0.205334,-0.000302896,0.030555,-0.00704524,0.999508
1543796394.716225631,-0.207187,-0.0154468,0.204415,-0.000287186,0.0305929,-0.0066323,0.99951
1543796394.847867447,-0.207815,-0.0143608,0.204709,-0.00022327,0.0305625,-0.00724267,0.999507
1543796394.959028960,-0.207059,-0.0149933,0.203889,-0.000254248,0.0305837,-0.00694192,0.999508
1543796395.083235145,-0.205681,-0.0133708,0.205982,-9.25349e-05,0.0304554,-0.00691647,0.999512
1543796395.194849479,-0.207556,-0.0142468,0.205688,-0.00024212,0.030668,-0.00674351,0.999507
1543796395.318808573,-0.205935,-0.0128363,0.205498,-5.28049e-05,0.0304726,-0.00690784,0.999512
1543796395.450354161,-0.206687,-0.0132235,0.204453,-1.39368e-05,0.0306264,-0.00698599,0.999506
1543796395.560520295,-0.205635,-0.0143629,0.204684,-0.000101536,0.0304801,-0.0068812,0.999512
1543796395.687280247,-0.206718,-0.0147903,0.202726,-0.000163251,0.0305777,-0.0071032,0.999507
1543796395.820995288,-0.206137,-0.0139281,0.204501,-0.000168567,0.0305592,-0.00717975,0.999507
1543796395.931048980,-0.206715,-0.0158475,0.203536,-0.000306467,0.0307038,-0.00707343,0.999503
1543796396.053214976,-0.205605,-0.014042,0.203811,-0.000144868,0.0305663,-0.00686499,0.999509
1543796396.161439555,-0.207278,-0.0165025,0.204278,0.00055164,0.0304984,-0.00708205,0.99951
1543796396.282808211,-0.20341,-0.0164342,0.210344,0.00126025,0.0299712,-0.00647868,0.999529
1543796396.387415188,-0.203972,-0.0155981,0.22179,0.00106763,0.0296848,-0.0070263,0.999534
1543796396.499674170,-0.200038,-0.0145638,0.241502,0.000970245,0.0293927,-0.00728503,0.999541
1543796396.619128707,-0.195405,-0.0171888,0.26282,0.000688179,0.027682,-0.00688059,0.999593
1543796396.727389600,-0.190554,-0.0155984,0.284751,0.000483585,0.0271035,-0.00681139,0.999609
1543796396.852596126,-0.184111,-0.0151823,0.325998,0.000781205,0.0257477,-0.00674096,0.999645
1543796396.957142425,-0.176805,-0.0139599,0.355083,0.000451404,0.0241784,-0.00617214,0.999689
1543796397.068492897,-0.165983,-0.0141766,0.384433,-0.000787606,0.023119,-0.00565569,0.999716
1543796397.178133351,-0.167254,-0.0147079,0.441944,-0.000350477,0.0233807,-0.00563428,0.999711
1543796397.304643868,-0.177719,-0.0101691,0.501377,-0.000162598,0.0237983,-0.00584974,0.9997
1543796397.413369170,-0.164744,-0.0126853,0.537053,0.000265507,0.0229493,-0.0061271,0.999718
1543796397.536316173,-0.160559,-0.0136883,0.572036,0.00189135,0.023132,-0.0063978,0.99971
1543796397.641716362,-0.160398,-0.0136522,0.619285,0.00309276,0.0231133,-0.00722047,0.999702
1543796397.752205664,-0.174813,-0.0140881,0.684722,0.00387331,0.0240007,-0.00646579,0.999684
1543796397.872183243,-0.169222,-0.0136517,0.717221,0.00408729,0.0238373,-0.00639326,0.999687
1543796397.978768707,-0.173117,-0.0137825,0.77449,0.00439318,0.0245176,-0.0065604,0.999668
1543796398.106841128,-0.162189,-0.0140014,0.805617,0.00440411,0.0238849,-0.00685758,0.999681
1543796398.210917535,-0.166585,-0.0107878,0.86363,0.00448533,0.0245807,-0.00710678,0.999663
1543796398.323319882,-0.1623,-0.012182,0.902382,0.00353689,0.0241514,-0.00761732,0.999673
1543796398.444335798,-0.162822,-0.0105199,0.945069,0.00301135,0.0241841,-0.00686954,0.999679
1543796398.553810399,-0.156425,-0.0106154,0.997118,0.00330153,0.0238639,-0.00696735,0.999685
1543796398.675286694,-0.154893,-0.0105534,1.03696,0.0043113,0.0236298,-0.00639766,0.999691
1543796398.779866508,-0.145632,-0.00904495,1.08125,0.00533035,0.0221816,-0.00495316,0.999727
1543796398.909326572,-0.147671,-0.0105313,1.12777,0.0049319,0.0222622,-0.00568909,0.999724
1543796399.018786825,-0.145698,-0.0108885,1.1773,0.00499008,0.0234028,-0.00539759,0.999699
1543796399.169129377,-0.142968,-0.00947606,1.21404,0.00559259,0.0233576,-0.00639576,0.999691
1543796399.280417180,-0.145619,-0.0107604,1.2749,0.00532512,0.0239732,-0.00650517,0.999677
1543796399.413497342,-0.142089,-0.010242,1.33033,0.0049422,0.0243761,-0.00648787,0.99967
1543796399.564169110,-0.144549,-0.00808364,1.38549,0.00371666,0.0248634,-0.00804599,0.999652
1543796399.685844515,-0.138425,-0.00615967,1.4335,0.00444751,0.0237039,-0.00783314,0.999678
1543796399.832917767,-0.134664,-0.00624861,1.48813,0.0054815,0.0231224,-0.0066319,0.999696
1543796399.948993930,-0.132734,-0.00419773,1.54323,0.00460732,0.0227678,-0.00657859,0.999709
1543796400.084327378,-0.127703,-0.00433685,1.59503,0.0034551,0.0224078,-0.00732178,0.999716
1543796400.218630910,-0.119422,-0.00427693,1.64312,0.00365407,0.0211211,-0.00602563,0.999752
1543796400.352980008,-0.121834,-0.00277824,1.6992,0.00389293,0.0201279,-0.00680444,0.999767
1543796400.486489604,-0.109938,5.9979e-05,1.74144,0.00483285,0.0185486,-0.00615954,0.999797
1543796400.619666629,-0.108538,-0.00244681,1.79479,0.00365273,0.0182991,-0.00603948,0.999808
1543796400.724493291,-0.100593,0.00164234,1.84509,0.00401507,0.0180439,-0.0064551,0.999808
1543796400.852094935,-0.0979893,0.0045064,1.87292,0.00570467,0.0174727,-0.00746766,0.999803
1543796400.985720185,-0.0904699,0.0025603,1.91868,0.00614277,0.0168949,-0.00632358,0.999818
1543796401.119837752,-0.0792715,-0.000982398,1.97027,0.00702471,0.0161372,-0.00537812,0.999831
1543796401.255899345,-0.0618896,0.000973299,2.01827,0.00631721,0.0146953,-0.00634223,0.999852
1543796401.408931522,-0.091566,-0.00312961,2.14606,0.00716785,0.0154929,-0.00801547,0.999822
1543796401.518725118,-0.0968544,-0.00155132,2.24465,0.0055233,0.0155418,-0.00603355,0.999846
1543796401.620446752,-0.107982,-0.00522173,2.3303,0.00313018,0.0160863,-0.00650747,0.999845
1543796401.752895450,-0.108736,0.00101374,2.41798,0.00527043,0.0156185,-0.00557561,0.999849
1543796401.859506070,-0.0977799,0.00421484,2.46937,0.00438018,0.0146444,-0.00428489,0.999874
1543796401.987670993,-0.0941281,0.00577686,2.54597,0.00221789,0.01444,-0.00352524,0.999887
1543796402.136153052,-0.096582,0.00655356,2.61692,0.00215513,0.0169909,-0.00546967,0.999838
1543796402.267777816,-0.0978178,0.007238,2.66628,0.00194247,0.017309,-0.00690895,0.999824
1543796402.389055945,-0.0920908,0.00431431,2.70645,0.00142433,0.0183469,-0.00654716,0.999809
1543796402.493681735,-0.0943201,0.0113515,2.74215,0.00070249,0.0189172,-0.00672834,0.999798
1543796402.621203164,-0.100822,0.00915313,2.77594,-0.000127187,0.0192836,-0.0084196,0.999779
1543796402.725008268,-0.0995028,0.00639725,2.79185,0.000805335,0.0194232,-0.00801585,0.999779
1543796402.849082851,-0.098077,0.00757316,2.81422,0.00395642,0.0194211,-0.00769649,0.999774
1543796402.957311642,-0.100622,0.00579716,2.83485,0.0042533,0.019402,-0.00846859,0.999767
1543796403.061274925,-0.0993314,0.00557601,2.86113,0.00456197,0.0188912,-0.00817012,0.999778
1543796403.186405257,-0.0922454,0.00605173,2.90694,0.0051638,0.0185401,-0.00747766,0.999787
1543796403.291571602,-0.0947766,0.0034597,2.95157,0.00472409,0.0181489,-0.00785013,0.999793
1543796403.402772156,-0.0892234,0.00325833,3.01857,0.00371581,0.0169761,-0.00784754,0.999818
1543796403.534514151,-0.085669,0.00589693,3.06946,0.00383341,0.0162935,-0.00725579,0.999834
1543796403.656267392,-0.0841116,0.00792635,3.14744,0.0041149,0.015316,-0.00680331,0.999851
1543796403.757883069,-0.0799452,0.0110887,3.20897,0.00329825,0.0139506,-0.00531344,0.999883
1543796403.868679629,-0.0757588,0.0087192,3.28058,0.0038694,0.0130369,-0.00587423,0.99989
1543796403.998887142,-0.079635,0.00757028,3.33588,0.00582329,0.0131203,-0.00701832,0.999872
1543796404.132374036,-0.0808766,0.00927421,3.41709,0.0058126,0.0131435,-0.00735318,0.99987
1543796404.238139982,-0.0784664,0.0112236,3.4733,0.00519728,0.0128691,-0.00719473,0.999878
1543796404.356604009,-0.0808679,0.0106477,3.55855,0.00462229,0.0126618,-0.00661917,0.999887
1543796404.462550999,-0.0788895,0.0124856,3.61328,0.00447557,0.0122138,-0.00735792,0.999888
1543796404.573629531,-0.0737133,0.011589,3.67352,0.00287005,0.0116525,-0.00745065,0.9999
1543796404.675854765,-0.0671605,0.0127994,3.75379,0.00196789,0.0109465,-0.00711427,0.999913
1543796404.785691753,-0.0706059,0.011575,3.81384,0.00304012,0.0111311,-0.00737254,0.999906
1543796404.890032102,-0.0713487,0.0128595,3.8831,0.00260184,0.0109468,-0.00630609,0.999917
1543796405.009019738,-0.0665779,0.0179585,3.94203,0.00238339,0.0102619,-0.0044708,0.999935
1543796405.109789554,-0.0626645,0.0182336,4.01626,0.001534,0.0110002,-0.00459002,0.999928
1543796405.221261957,-0.0667459,0.0149713,4.07536,0.00151161,0.0112939,-0.00657244,0.999913
1543796405.343344824,-0.0606153,0.0190492,4.13314,0.00134017,0.0113389,-0.00652474,0.999914
1543796405.448508521,-0.0483652,0.0185332,4.19002,0.000797875,0.011178,-0.00615827,0.999918
1543796405.588367240,-0.068044,0.0214208,4.27396,0.00315755,0.0115175,-0.00711051,0.999903
1543796405.712833701,-0.0585902,0.0197166,4.34083,0.00332496,0.00978439,-0.00747102,0.999919
1543796405.817707216,-0.0561264,0.0232279,4.42945,0.00231666,0.00987327,-0.00542915,0.999934
1543796405.922829222,-0.060512,0.0227859,4.48967,0.00227674,0.00950954,-0.00647424,0.999931
1543796406.043160474,-0.0626161,0.0198959,4.54805,0.00269427,0.00827317,-0.00687342,0.999939
1543796406.151871249,-0.0538157,0.0195938,4.62666,0.00416651,0.0066516,-0.00517147,0.999956
1543796406.259220545,-0.0506017,0.0201881,4.67926,0.00610269,0.0059441,-0.00429292,0.999954
1543796406.402211389,-0.0566429,0.0232795,4.73268,0.00739493,0.00578062,-0.00501843,0.999943
