time,xpos,ypos,zpos,xori,yori,zori,wori1543954614.964946365,-0.196035,0.606487,-1.76933,0.00770494,-0.0297678,0.0286438,0.999117
1543954615.094639506,-0.196976,0.593905,-1.77556,0.00639643,-0.0296056,0.0294512,0.999107
1543954615.198848351,-0.195071,0.598866,-1.76995,0.00697988,-0.0298435,0.0287954,0.999115
1543954615.304370837,-0.195042,0.597447,-1.77129,0.00678945,-0.0297359,0.0283768,0.999132
1543954615.451378857,-0.195303,0.597642,-1.77184,0.00736967,-0.0296557,0.0283214,0.999132
1543954615.558398868,-0.194103,0.598049,-1.77071,0.00710751,-0.0299363,0.0285697,0.999118
1543954615.667342607,-0.195479,0.601367,-1.76811,0.00746833,-0.0297848,0.0286737,0.999117
1543954615.799422813,-0.19439,0.601029,-1.76762,0.00736138,-0.0299541,0.0286794,0.999113
1543954615.903456082,-0.193417,0.600682,-1.76701,0.00743273,-0.0300819,0.0283094,0.999119
1543954616.036025325,-0.196047,0.600879,-1.76982,0.00727318,-0.029684,0.0278113,0.999146
1543954616.169841784,-0.195578,0.600303,-1.77101,0.00731001,-0.0297392,0.0278177,0.999144
1543954616.299737010,-0.197858,0.598942,-1.77233,0.00722538,-0.0293522,0.0276025,0.999162
1543954616.433112772,-0.194287,0.598306,-1.7713,0.00696903,-0.0297491,0.0278586,0.999145
1543954616.541894671,-0.191723,0.599511,-1.77093,0.007282,-0.0300277,0.027791,0.999136
1543954616.676589284,-0.194477,0.601075,-1.77047,0.00750837,-0.0297564,0.0271494,0.99916
1543954616.800946965,-0.196439,0.59852,-1.77148,0.00715391,-0.0295135,0.0272457,0.999167
1543954616.907788396,-0.192123,0.59906,-1.7706,0.00731446,-0.0299937,0.0277163,0.999139
1543954617.046069956,-0.193489,0.598187,-1.77171,0.00715642,-0.0298634,0.0277427,0.999143
1543954617.169290256,-0.194569,0.597081,-1.7739,0.00709122,-0.0295561,0.0273903,0.999163
1543954617.273237043,-0.194059,0.596209,-1.77043,0.00718732,-0.02972,0.0265094,0.999181
1543954617.374825527,-0.191966,0.596197,-1.76771,0.00706563,-0.0299473,0.0273991,0.999151
